Sr_No,Cap_Type,Name,Ticker,Sub_Sector,Market_Cap,Close_Price
520,Small Cap,Mishra Dhatu Nigam Ltd,MIDHANI,Metals - Diversified,8986,451
521,Small Cap,Gujarat State Fertilizers & Chemicals Ltd,GSFC,Fertilizers & Agro Chemicals,8950,219
522,Small Cap,SBFC Finance Ltd,SBFC,Specialized Finance,8945,82
523,Small Cap,Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches",8939,288
524,Small Cap,ESAB India Ltd,ESABINDIA,Industrial Machinery,8901,5822
525,Small Cap,Shree Renuka Sugars Ltd,RENUKA,Sugar,8876,41
526,Small Cap,Sapphire Foods India Ltd,SAPPHIRE,Restaurants & Cafes,8867,1423
527,Small Cap,Galaxy Surfactants Ltd,GALAXYSURF,Specialty Chemicals,8838,2474
528,Small Cap,Transformers and Rectifiers (India) Ltd,TRIL,Heavy Electrical Equipments,8820,735
529,Small Cap,Inox Wind Energy Ltd,IWEL,Heavy Electrical Equipments,8775,7405
530,Small Cap,Indiabulls Real Estate Ltd,IBREALEST,Real Estate,8772,136
531,Small Cap,Infibeam Avenues Ltd,INFIBEAM,IT Services & Consulting,8766,30
532,Small Cap,Star Cement Ltd,STARCEMENT,Cement,8751,215
533,Small Cap,Varroc Engineering Ltd,VARROC,Auto Parts,8749,557
534,Small Cap,Isgec Heavy Engineering Ltd,ISGEC,Heavy Machinery,8737,1129
535,Small Cap,HEG Ltd,HEG,Electrical Components & Equipments,8734,2279
536,Small Cap,Rashtriya Chemicals and Fertilizers Ltd,RCF,Fertilizers & Agro Chemicals,8675,162
537,Small Cap,Maharashtra Scooters Ltd,MAHSCOOTER,Two Wheelers,8661,7720
539,Small Cap,Network18 Media & Investments Ltd,NETWORK18,Movies & TV Serials,8606,80
540,Small Cap,Wockhardt Ltd,WOCKPHARMA,Pharmaceuticals,8600,529
541,Small Cap,Shriram Pistons & Rings Ltd,SHRIPISTON,Auto Parts,8572,1930
542,Small Cap,Ahluwalia Contracts (India) Ltd,AHLUCONT,Construction & Engineering,8561,1172
543,Small Cap,Syrma SGS Technology Ltd,SYRMA,Electronic Equipments,8501,496
544,Small Cap,Azad Engineering Ltd,AZAD,Renewable Energy Equipment & Services,8473,1496
545,Small Cap,Shoppers Stop Ltd,SHOPERSTOP,Retail - Department Stores,8448,726
546,Small Cap,Rategain Travel Technologies Ltd,RATEGAIN,Software Services,8438,693
547,Small Cap,Electronics Mart India Ltd,EMIL,Home Electronics & Appliances,8418,212
548,Small Cap,Sandur Manganese and Iron Ores Ltd,SANDUMA,Mining - Manganese,8409,532
549,Small Cap,Eureka Forbes Ltd,EUREKAFORBE,,8401,434
550,Small Cap,MedPlus Health Services Ltd,MEDPLUS,Online Services,8378,722
551,Small Cap,Anupam Rasayan India Ltd,ANURAS,Specialty Chemicals,8376,763
554,Small Cap,Responsive Industries Ltd,RESPONIND,Building Products - Granite,8364,312
555,Small Cap,Karnataka Bank Ltd,KTKBANK,Private Banks,8350,217
556,Small Cap,Zen Technologies Ltd,ZENTEC,Electronic Equipments,8145,965
557,Small Cap,Neuland Laboratories Ltd,NEULANDLAB,Pharmaceuticals,8126,6114
558,Small Cap,Mahindra Holidays and Resorts India Ltd,MHRIL,"Hotels, Resorts & Cruise Lines",8125,399
559,Small Cap,RattanIndia Power Ltd,RTNPOWER,Power Generation,8109,20
560,Small Cap,Keystone Realtors Ltd,RUSTOMJEE,Real Estate,8101,694
561,Small Cap,Just Dial Ltd,JUSTDIAL,Online Services,8051,947
562,Small Cap,Jubilant Ingrevia Ltd,JUBLINGREA,Specialty Chemicals,8035,500
563,Small Cap,Procter & Gamble Health Ltd,PGHL,Pharmaceuticals,7963,4748
564,Small Cap,Vijaya Diagnostic Centre Ltd,VIJAYA,Hospitals & Diagnostic Centres,7951,814
565,Small Cap,Kama Holdings Ltd,KAMAHOLD,Conglomerates,7932,2457
566,Small Cap,Strides Pharma Science Ltd,STAR,Pharmaceuticals,7890,859
567,Small Cap,Piccadily Agro Industries Ltd,PICCADIL,Sugar,7883,775
568,Small Cap,TVS Supply Chain Solutions Ltd,TVSSCS,Logistics,7845,173
569,Small Cap,Balrampur Chini Mills Ltd,BALRAMCHIN,Sugar,7837,378
570,Small Cap,Power Mech Projects Ltd,POWERMECH,Construction & Engineering,7834,4878
571,Small Cap,Easy Trip Planners Ltd,EASEMYTRIP,Tour & Travel Services,7815,42
572,Small Cap,Campus Activewear Ltd,CAMPUS,Apparel & Accessories,7810,277
573,Small Cap,Indo Count Industries Ltd,ICIL,Textiles,7724,341
574,Small Cap,Archean Chemical Industries Ltd,ACI,Commodity Chemicals,7713,621
575,Small Cap,KNR Constructions Ltd,KNRCON,Construction & Engineering,7658,325
576,Small Cap,F D C Ltd,FDC,Pharmaceuticals,7649,433
577,Small Cap,Marksans Pharma Ltd,MARKSANS,Pharmaceuticals,7634,146
578,Small Cap,TV18 Broadcast Ltd,TV18BRDCST,TV Channels & Broadcasters,7629,43
579,Small Cap,Mastek Ltd,MASTEK,IT Services & Consulting,7627,2368
580,Small Cap,CCL Products (India) Ltd,CCL,Tea & Coffee,7611,573
581,Small Cap,Astra Microwave Products Ltd,ASTRAMICRO,Communication & Networking,7596,866
582,Small Cap,Kirloskar Pneumatic Company Ltd,KIRLPNU,Industrial Machinery,7590,1236
583,Small Cap,Triveni Engineering and Industries Ltd,TRIVENI,Sugar,7544,333
584,Small Cap,Jupiter Life Line Hospitals Ltd,JLHL,Hospitals & Diagnostic Centres,7533,1181
585,Small Cap,Prism Johnson Ltd,PRSMJOHNSN,Cement,7513,154
586,Small Cap,Tamilnad Mercantile Bank Ltd,TMB,Private Banks,7512,457
587,Small Cap,Chemplast Sanmar Ltd,CHEMPLASTS,Building Products - Pipes,7510,470
588,Small Cap,Greenlam Industries Ltd,GREENLAM,Building Products - Laminates,7495,589
589,Small Cap,JM Financial Ltd,JMFINANCIL,Investment Banking & Brokerage,7463,80
590,Small Cap,JSW Holdings Ltd,JSWHL,Asset Management,7462,6667
591,Small Cap,Man Infraconstruction Ltd,MANINFRA,Construction & Engineering,7457,194
592,Small Cap,Edelweiss Financial Services Ltd,EDELWEISS,Diversified Financials,7335,72
593,Small Cap,Gravita India Ltd,GRAVITA,Metals - Lead,7323,1072
594,Small Cap,V I P Industries Ltd,VIPIND,Apparel & Accessories,7296,487
595,Small Cap,Sun Pharma Advanced Research Co Ltd,SPARC,Pharmaceuticals,7258,212
596,Small Cap,Nava Limited,NAVA,Iron & Steel,7253,511
597,Small Cap,South Indian Bank Ltd,SOUTHBANK,Private Banks,7233,28
598,Small Cap,Mrs. Bectors Food Specialities Ltd,BECTORFOOD,FMCG - Foods,7212,1265
599,Small Cap,Lloyds Engineering Works Ltd,LLOYDSENGG,Industrial Machinery,7168,65
600,Small Cap,Kennametal India Ltd,KENNAMET,,7149,3679
601,Small Cap,LT Foods Ltd,LTFOODS,Packaged Foods & Meats,7126,210
602,Small Cap,Home First Finance Company India Ltd,HOMEFIRST,Home Financing,7119,817
603,Small Cap,Balaji Amines Ltd,BALAMINES,Specialty Chemicals,7100,2093
604,Small Cap,Avanti Feeds Ltd,AVANTIFEED,Packaged Foods & Meats,7096,511
605,Small Cap,Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,Fertilizers & Agro Chemicals,7064,567
606,Small Cap,Religare Enterprises Ltd,RELIGARE,Investment Banking & Brokerage,7049,220
607,Small Cap,Transport Corporation of India Ltd,TCI,Logistics,7011,850
